9,"Como Analista de logística, quiero que el sistema me sugiera la ruta más corta en base a una serie de despachos de mercancía y un transporte.",Si
14,"Como cliente recurrente, espero que mi información quede guardada para crear una experiencia de pago más fluida.",No
18,"Como gerente de ventas, necesito un informe de análisis de ventas mensuales para identificar tendencias, oportunidades de mejora y establecer metas realistas para el equipo.",Si
22,Como usuario administrador quiero eliminar una categoría para que deje de estar disponible entre las opciones a seleccionar. ,Si
48,"Como cliente recurrente, quiero que mi información quede guardada para crear una experiencia de pago más fluida.",No
50,"Como gerente de producto, quiero una manera en que los miembros del equipo puedan entender cómo las tareas individuales contribuyen a los objetivos comerciales más amplios para aumentar la eficiencia.",No
53,Como usuario quiero ser capaz de mostrar la lista de visitas para poder gestionar la llegada de pacientes y de salas de espera,Si
54,Como usuario quiero poder acceder a la agenda de enfermería para utilizar sus funcionalidades,No
57,"Como Usuario, quiero agregar la posibilidad de ordenar las OT (órdenes de trabajo) abiertas de la misma forma que se ordenan las OT pendientes.",Si
58,"Como Usuario Administrador, quiero modificar la carga de combustible que figura en semi-camion. Dejar el valor del campo seteado en 000 y lo mismo del aereo.",No
